barcode,location,author,title,publisher_code,status,description
32078,ME:EST,GENE F FRANKLIN,FEEDBACK CONTROL OF DYNAMIC SYSTEMS,PEARSIONEDUCATION,Not for loan,"A comprehensive guide authored by GENE F FRANKLIN, covering key principles and applications related to 'FEEDBACK CONTROL OF DYNAMIC SYSTEMS'. Ideal for engineering students and professionals."
32079,ME:EST,P C SEN,Principles Of Electric Machines And Power Electronics,WILEY,Available,"A comprehensive guide authored by P C SEN, covering key principles and applications related to 'Principles Of Electric Machines And Power Electronics'. Ideal for engineering students and professionals."
32080,ME:EST,P C SEN,Principles Of Electric Machines And Power Electronics,WILEY,Available,"A comprehensive guide authored by P C SEN, covering key principles and applications related to 'Principles Of Electric Machines And Power Electronics'. Ideal for engineering students and professionals."
32081,ME:EST,ANDREW S TANENBAUM,COMPUTER NETWORKS,PEARSONEDUCATION,Available,"A comprehensive guide authored by ANDREW S TANENBAUM, covering key principles and applications related to 'COMPUTER NETWORKS'. Ideal for engineering students and professionals."
32082,ME:EST,S KESHAV,AN ENGINEERING APPROACH TO COMPUTER NETWORKING,PEARSIONEDUCATION,Not for loan,"A comprehensive guide authored by S KESHAV, covering key principles and applications related to 'AN ENGINEERING APPROACH TO COMPUTER NETWORKING'. Ideal for engineering students and professionals."
32083,ME:EST,ASHFAQ AHMED,POWER ELECTRONICS FOR TECHNOLOGY,PEARSIONEDUCATION,Not for loan,"A comprehensive guide authored by ASHFAQ AHMED, covering key principles and applications related to 'POWER ELECTRONICS FOR TECHNOLOGY'. Ideal for engineering students and professionals."
32084,ME:EST,J K SHARMA,OPERATIONS RESCARCH,MACMILLAN,Available,"A comprehensive guide authored by FREDRIC S HILLIER, covering key principles and applications related to 'OPERATIONS RESCARCH'. Ideal for engineering students and professionals."
32085,ME:EST,FRANCIS H RAVEN,AUTOMATIC CONTROL ENGINEERING,MCGRAW-HILL,Not for loan,"A comprehensive guide authored by FRANCIS H RAVEN, covering key principles and applications related to 'AUTOMATIC CONTROL ENGINEERING'. Ideal for engineering students and professionals."
32086,ME:EST,GOPAL K DUBEY,Fundamentals Of Electrical Drives,NAROSAPUBLISHINGHOUSEPVT.LTD.,Available,"A comprehensive guide authored by GOPAL K DUBEY, covering key principles and applications related to 'Fundamentals Of Electrical Drives'. Ideal for engineering students and professionals."
32087,ME:EST,GOPAL K DUBEY,Fundamentals Of Electrical Drives,NAROSAPUBLISHINGHOUSEPVT.LTD.,Not for loan,"A comprehensive guide authored by GOPAL K DUBEY, covering key principles and applications related to 'Fundamentals Of Electrical Drives'. Ideal for engineering students and professionals."
32088,ME:EST,S K PILLAI,A FIRST COURSE ON ELECTRICAL DRIVES,NEWAGEINTERNATIONAL,Not for loan,"A comprehensive guide authored by S K PILLAI, covering key principles and applications related to 'A FIRST COURSE ON ELECTRICAL DRIVES'. Ideal for engineering students and professionals."
32089,ME:EST,ALI BEHFOROOZ,SOFTWARE ENGINEERING FUNDAMENTALS,OXFORDUNIVERCITYPRESS,Not for loan,"A comprehensive guide authored by ALI BEHFOROOZ, covering key principles and applications related to 'SOFTWARE ENGINEERING FUNDAMENTALS'. Ideal for engineering students and professionals."
32090,ME:EST,BENJAMIN C KUO,DIGITAL CONTROL SYSTEMS,OXFORD,Not for loan,"A comprehensive guide authored by BENJAMIN C KUO, covering key principles and applications related to 'DIGITAL CONTROL SYSTEMS'. Ideal for engineering students and professionals."
32091,ME:EST,N P PADHY,ARTIFICIAL INTELLEGENCE AND INTELLIGENT SYSTEMS,OXFORDUNIVERCITYPRESS,Not for loan,"A comprehensive guide authored by N P PADHY, covering key principles and applications related to 'ARTIFICIAL INTELLEGENCE AND INTELLIGENT SYSTEMS'. Ideal for engineering students and professionals."
32092,ME:EST,R PANNEERSELAM,OPERATIONS RESEARCH,PRENTIC-HALL[P]LTD,Available,"A comprehensive guide authored by PREM KUMAR GUPTA, covering key principles and applications related to 'OPERATIONS RESEARCH'. Ideal for engineering students and professionals."
32093,ME:EST,KENNETH J AYALA,THE 8051 MICROCONTROL,THOMSONDELMAR,Not for loan,"A comprehensive guide authored by KENNETH J AYALA, covering key principles and applications related to 'THE 8051 MICROCONTROL'. Ideal for engineering students and professionals."
32094,ME:EST,ALOK JAIN,POWER ELECTRONICS AND ITS APPLICATIONS,PENRAMINTERNATIONAL,Not for loan,"A comprehensive guide authored by ALOK JAIN, covering key principles and applications related to 'POWER ELECTRONICS AND ITS APPLICATIONS'. Ideal for engineering students and professionals."
32095,ME:EST,ROBERTO CRISTI,MODERN DIGITAL SIGNAL PROCESSING,THOMSONBROOKSCOLE,Not for loan,"A comprehensive guide authored by ROBERTO CRISTI, covering key principles and applications related to 'MODERN DIGITAL SIGNAL PROCESSING'. Ideal for engineering students and professionals."
32097,ME:EST,KENNETH J HINTZ,MICROCONTROLLERS,TATAMCGRAW-HILL,Not for loan,"A comprehensive guide authored by KENNETH J HINTZ, covering key principles and applications related to 'MICROCONTROLLERS'. Ideal for engineering students and professionals."
32098,ME:EST,J MICHAEL JACOB,POWER ELECTRONICS,THOMSONBROOKSCOLE,Available,"A comprehensive guide authored by MUHAMMAD H RASHID, covering key principles and applications related to 'POWER ELECTRONICS'. Ideal for engineering students and professionals."
32099,ME:EST,D L PAUL MINH,APPLIED PROBABILITY MODELS,DUXBURYPRESS,Not for loan,"A comprehensive guide authored by D L PAUL MINH, covering key principles and applications related to 'APPLIED PROBABILITY MODELS'. Ideal for engineering students and professionals."
32100,ME:EST,KATSUHIKO OGATA,Modern Control Engineering,PEARSIONEDUCATION,Available,"A comprehensive guide authored by KATSUHIKO OGATA, covering key principles and applications related to 'Modern Control Engineering'. Ideal for engineering students and professionals."
32101,ME:EST,MUHAMMAD H RASHID,POWER ELECTRONICS,PREENTICE-HALLOFINDIAPRIVATELIMITED,Available,"A comprehensive guide authored by MUHAMMAD H RASHID, covering key principles and applications related to 'POWER ELECTRONICS'. Ideal for engineering students and professionals."
32102,ME:EST,NED MOHAN,POWER ELECTRONICS,JOHNWILEY&SONS,Available,"A comprehensive guide authored by MUHAMMAD H RASHID, covering key principles and applications related to 'POWER ELECTRONICS'. Ideal for engineering students and professionals."
32103,ME:EST,JOSE DUATO,INTERCONNECTION NETWORKS,ELS,Not for loan,"A comprehensive guide authored by JOSE DUATO, covering key principles and applications related to 'INTERCONNECTION NETWORKS'. Ideal for engineering students and professionals."
32104,ME:EST,STEVE HEATH,EMEDDED SYSTEMS DESIGN,ELSEVIER,Not for loan,"A comprehensive guide authored by STEVE HEATH, covering key principles and applications related to 'EMEDDED SYSTEMS DESIGN'. Ideal for engineering students and professionals."
32105,ME:EST,SINGIRESU S RAO,THE FINITE ELEMENT METHOD IN ENGINEERING,"BUFFERWORTHHEINMANNLTD,.",Not for loan,"A comprehensive guide authored by SINGIRESU S RAO, covering key principles and applications related to 'THE FINITE ELEMENT METHOD IN ENGINEERING'. Ideal for engineering students and professionals."
32106,ME:EST,HARISH C RAI,A TEXT BOOK ON POWER ELECTRONICS,GAGOTIAPUBLICATIONSPVT.LTD.,Not for loan,"A comprehensive guide authored by HARISH C RAI, covering key principles and applications related to 'A TEXT BOOK ON POWER ELECTRONICS'. Ideal for engineering students and professionals."
32107,ME:EST,T AMARANATH,ELEMENTARY COURSE IN PARTIAL DIFFERENTIAL EQUATIONS,NAROSA,Available,"A comprehensive guide authored by T AMARANATH, covering key principles and applications related to 'ELEMENTARY COURSE IN PARTIAL DIFFERENTIAL EQUATIONS'. Ideal for engineering students and professionals."
32108,ME:EST,T AMARANATH,ELEMENTARY COURSE IN PARTIAL DIFFERENTIAL EQUATIONS,NAROSA,Not for loan,"A comprehensive guide authored by T AMARANATH, covering key principles and applications related to 'ELEMENTARY COURSE IN PARTIAL DIFFERENTIAL EQUATIONS'. Ideal for engineering students and professionals."
32109,ME:EST,A K MUKHOPADHYAY,MICROPROCESSOR MICROCOMPUTER AND THEIR APPLICATIONS,NAROSAPUBLISHINGHOUSE,Not for loan,"A comprehensive guide authored by A K MUKHOPADHYAY, covering key principles and applications related to 'MICROPROCESSOR MICROCOMPUTER AND THEIR APPLICATIONS'. Ideal for engineering students and professionals."
32110,ME:EST,S RAMA REDDY,FUNDAMENTALS OF POWER ELECTRONICS,NAROSAPUBLISHINGHOUSE,Available,"A comprehensive guide authored by S K BHATTA CHARYYA, covering key principles and applications related to 'FUNDAMENTALS OF POWER ELECTRONICS'. Ideal for engineering students and professionals."
32111,ME:EST,RAKOSH DAS  BEGAMUDRE,EXTRA HIGH VOLTAGE A.C. TRANSMISSION ENGINEERING,NEWAGEINTERNATIONAL,Available,"A comprehensive guide authored by RAKOSH DAS  BEGAMUDRE, covering key principles and applications related to 'EXTRA HIGH VOLTAGE A.C. TRANSMISSION ENGINEERING'. Ideal for engineering students and professionals."
32112,ME:EST,M GOPAL,Modern Control System Theory,NEWAGEINTERNATIOALPUBLISHERS,Not for loan,"A comprehensive guide authored by M GOPAL, covering key principles and applications related to 'Modern Control System Theory'. Ideal for engineering students and professionals."
32113,ME:EST,V R MOORTHI,POWER ELECTRONICS,OXFORDUNIVERCITYPRESS,Available,"A comprehensive guide authored by MUHAMMAD H RASHID, covering key principles and applications related to 'POWER ELECTRONICS'. Ideal for engineering students and professionals."
32114,ME:EST,GEORGE L KUSIC,COMPUTER - AIDED POWER SYSTEMS ANALYSIS,PRENTCIE-HALLOFINDIA,Not for loan,"A comprehensive guide authored by GEORGE L KUSIC, covering key principles and applications related to 'COMPUTER - AIDED POWER SYSTEMS ANALYSIS'. Ideal for engineering students and professionals."
32115,ME:EST,S SALIVAHANAN,Digital Signal Processing,TATAMCGRAW-HILL,Not for loan,"A comprehensive guide authored by S SALIVAHANAN, covering key principles and applications related to 'Digital Signal Processing'. Ideal for engineering students and professionals."
32116,ME:EST,S K BHATTA CHARYYA,FUNDAMENTALS OF POWER ELECTRONICS,VIKASPUBLISHERHOUSEPVTLTD,Available,"A comprehensive guide authored by S K BHATTA CHARYYA, covering key principles and applications related to 'FUNDAMENTALS OF POWER ELECTRONICS'. Ideal for engineering students and professionals."
32117,ME:EST,EMMANUEL C IFEACHOR,DIGITAL SIGNAL PROCESSING,PEARSONEDUCATION,Available,"A comprehensive guide authored by JOHN G PROAKIS, covering key principles and applications related to 'DIGITAL SIGNAL PROCESSING'. Ideal for engineering students and professionals."
32118,ME:EST,FREDRIC S HILLIER,OPERATIONS RESCARCH,CBSPUBLISHER&DISTRIBUTORS,Not for loan,"A comprehensive guide authored by FREDRIC S HILLIER, covering key principles and applications related to 'OPERATIONS RESCARCH'. Ideal for engineering students and professionals."
32119,ME:EST,PAUL C KRAUSE,ANALYSIS OF ELECTRIC MACHINERY AND DRIVE SYSTEMS,WILEYINTERSCIENCE,Not for loan,"A comprehensive guide authored by PAUL C KRAUSE, covering key principles and applications related to 'ANALYSIS OF ELECTRIC MACHINERY AND DRIVE SYSTEMS'. Ideal for engineering students and professionals."
32120,ME:EST,RAVINDRAN,OPERATIONS RESEARCH,WILEY,Available,"A comprehensive guide authored by PREM KUMAR GUPTA, covering key principles and applications related to 'OPERATIONS RESEARCH'. Ideal for engineering students and professionals."
32121,ME:EST,JOHN G PROAKIS,DIGITAL SIGNAL PROCESSING,PEARSIONEDUCATION,Not for loan,"A comprehensive guide authored by JOHN G PROAKIS, covering key principles and applications related to 'DIGITAL SIGNAL PROCESSING'. Ideal for engineering students and professionals."
32122,ME:EST,D ROY CHOUDHURY,MODERN CONTROL ENGINEERING,PRENTCIE-HALLOFINDIA,Not for loan,"A comprehensive guide authored by D ROY CHOUDHURY, covering key principles and applications related to 'MODERN CONTROL ENGINEERING'. Ideal for engineering students and professionals."
32123,ME:EST,K B DATTA,MATRIX AND LINEAR ALGEBRA,PRENTICEHALLOFINDIA,Not for loan,"A comprehensive guide authored by K B DATTA, covering key principles and applications related to 'MATRIX AND LINEAR ALGEBRA'. Ideal for engineering students and professionals."
32124,ME:EST,N K DE,ELECTRIC DRIVES,"PRENTICE-HALLOFINDIAPVT.LTD,.",Not for loan,"A comprehensive guide authored by N K DE, covering key principles and applications related to 'ELECTRIC DRIVES'. Ideal for engineering students and professionals."
32125,ME:EST,BISWANATH PAUL,INDUSTRIAL ELECTRONICS AND CONTROL,PRENTICEHALLOFINDIA,Not for loan,"A comprehensive guide authored by BISWANATH PAUL, covering key principles and applications related to 'INDUSTRIAL ELECTRONICS AND CONTROL'. Ideal for engineering students and professionals."
32126,ME:EST,MUHAMMAD H RASHID,INTRODUCTION TO PSPICE USING ORCAD,PRENTICE-HALLOFINDIAPVT.LTD,Available,"A comprehensive guide authored by MUHAMMAD H RASHID, covering key principles and applications related to 'INTRODUCTION TO PSPICE USING ORCAD'. Ideal for engineering students and professionals."
32127,ME:EST,MUHAMMAD H RASHID,INTRODUCTION TO PSPICE USING ORCAD,PRENTICE-HALLOFINDIAPVT.LTD,Not for loan,"A comprehensive guide authored by MUHAMMAD H RASHID, covering key principles and applications related to 'INTRODUCTION TO PSPICE USING ORCAD'. Ideal for engineering students and professionals."
32128,ME:EST,K SANKARA RAO,INTRODUCTION TO PARTIAL DIFFERENTIAL EQUATIONS,PRENTICE-HALL,Not for loan,"A comprehensive guide authored by K SANKARA RAO, covering key principles and applications related to 'INTRODUCTION TO PARTIAL DIFFERENTIAL EQUATIONS'. Ideal for engineering students and professionals."
32129,ME:EST,ROBERT J SCHILLING,Fundamentals Of Robotics,"PRENTICEHALL,NEWDELHI",Not for loan,"A comprehensive guide authored by ROBERT J SCHILLING, covering key principles and applications related to 'Fundamentals Of Robotics'. Ideal for engineering students and professionals."
32130,ME:EST,RAJENDRA BHATIA,MATRIX ANALYSIS,SPRINGER,Not for loan,"A comprehensive guide authored by RAJENDRA BHATIA, covering key principles and applications related to 'MATRIX ANALYSIS'. Ideal for engineering students and professionals."
32131,ME:EST,H S KASANA,INTRODUCTION TO OPERATIONS RESEACH,SPRINGER,Not for loan,"A comprehensive guide authored by H S KASANA, covering key principles and applications related to 'INTRODUCTION TO OPERATIONS RESEACH'. Ideal for engineering students and professionals."
32132,ME:EST,PAUL B ZBAR,INDUSTRIAL ELECTRONICS,TATAMCGRAW-HILL,Not for loan,"A comprehensive guide authored by PAUL B ZBAR, covering key principles and applications related to 'INDUSTRIAL ELECTRONICS'. Ideal for engineering students and professionals."
32134,ME:EST,ASHFAQ AHMED,POWER ELECTERONICS FOR TECHNOLOGY,PEARSONEDUCATION,Not for loan,"A comprehensive guide authored by ASHFAQ AHMED, covering key principles and applications related to 'POWER ELECTERONICS FOR TECHNOLOGY'. Ideal for engineering students and professionals."
32135,ME:EST,W SHEPHERD,POWER ELECTRONICS AND MOTOR CONTROL,CAMBRIDGEUNIVERSITYPRESS,Not for loan,"A comprehensive guide authored by W SHEPHERD, covering key principles and applications related to 'POWER ELECTRONICS AND MOTOR CONTROL'. Ideal for engineering students and professionals."
